,timestamp,CO2 Inlet,Co2 Regen
0,2025-07-18 13:52:00,513.562817,434.023598
1,2025-07-18 13:53:00,1483.977327,514.3303245
2,2025-07-18 13:54:00,2028.586987,854.089552
3,2025-07-18 13:55:00,2160.008237,1032.673741
4,2025-07-18 13:56:00,2193.6520769999997,1124.7737630000001
5,2025-07-18 13:57:00,2226.770232,1186.548168
6,2025-07-18 13:58:00,2243.066467,1238.7756195
7,2025-07-18 13:59:00,2254.631537,1288.756729
8,2025-07-18 14:00:00,2260.4140719999996,1325.2597865
9,2025-07-18 14:01:00,2267.7736619999996,1366.8171135
10,2025-07-18 14:02:00,2270.927772,1414.5518809999999
11,2025-07-18 14:03:00,2271.979142,1444.3159125
12,2025-07-18 14:04:00,2274.081882,1476.326286
13,2025-07-18 14:05:00,2274.607567,1511.7061724999999
14,2025-07-18 14:06:00,2272.504827,1545.962888
15,2025-07-18 14:07:00,2269.876402,1571.2342355
16,2025-07-18 14:08:00,2266.722292,1586.397044
17,2025-07-18 14:09:00,2274.607567,1605.490951
18,2025-07-18 14:10:00,2274.081882,1627.954371
19,2025-07-18 14:11:00,2274.607567,1643.678765
20,2025-07-18 14:12:00,2270.927772,1668.388527
21,2025-07-18 14:13:00,2269.876402,1689.1671904999998
22,2025-07-18 14:14:00,2273.556197,1713.8769525
23,2025-07-18 14:15:00,2274.607567,1730.7245175
24,2025-07-18 14:16:00,2262.516812,1749.8184245
25,2025-07-18 14:17:00,2261.4654419999997,1765.5428185
26,2025-07-18 14:18:00,2264.093867,1786.321482
27,2025-07-18 14:19:00,2270.927772,1809.908073
28,2025-07-18 14:20:00,2273.0305120000003,1834.0562495
29,2025-07-18 14:21:00,2273.030512,1862.1355245
30,2025-07-18 14:22:00,2280.390102,1881.791017
31,2025-07-18 14:23:00,2278.813047,1896.3922400000001
32,2025-07-18 14:24:00,2277.235992,1913.2398050000002
33,2025-07-18 14:25:00,2280.390102,1927.2794425000002
34,2025-07-18 14:26:00,2280.390102,1939.0727379999998
35,2025-07-18 14:27:00,2277.761677,1944.6885929999999
36,2025-07-18 14:28:00,2271.979142,1948.6196915
37,2025-07-18 14:29:00,2279.338732,1958.166645
38,2025-07-18 14:30:00,2283.018527,1964.905671
39,2025-07-18 14:31:00,2271.979142,1969.398355
40,2025-07-18 14:32:00,2273.030512,1972.2062825
41,2025-07-18 14:33:00,2276.1846219999998,1980.6300649999998
42,2025-07-18 14:34:00,2269.3507170000003,1987.369091
43,2025-07-18 14:35:00,2272.504827,1990.1770185
44,2025-07-18 14:36:00,2271.979142,1998.600801
45,2025-07-18 14:37:00,2271.979142,2007.0245835
46,2025-07-18 14:38:00,2271.453457,2016.571537
47,2025-07-18 14:39:00,2271.453457,2026.680076
48,2025-07-18 14:40:00,2274.081882,2034.542273
49,2025-07-18 14:41:00,2267.247977,2041.281299
50,2025-07-18 14:42:00,2266.722292,2046.8971539999998
51,2025-07-18 14:43:00,2265.145237,2054.1977655
52,2025-07-18 14:44:00,2259.362702,2060.3752059999997
53,2025-07-18 14:45:00,2264.619552,2064.86789
54,2025-07-18 14:46:00,2265.6709220000002,2076.0996
55,2025-07-18 14:47:00,2260.414072,2079.469113
56,2025-07-18 14:48:00,2259.888387,2082.8386259999997
57,2025-07-18 14:49:00,2263.568182,2093.5087505
58,2025-07-18 14:50:00,2262.516812,2103.055704
59,2025-07-18 14:51:00,2260.414072,2109.2331445
60,2025-07-18 14:52:00,2259.888387,2113.164243
61,2025-07-18 14:53:00,2263.568182,2121.5880255
62,2025-07-18 14:54:00,2264.093867,2130.011808
63,2025-07-18 14:55:00,2255.682907,2132.25815
64,2025-07-18 14:56:00,2252.003112,2128.888637
65,2025-07-18 14:57:00,2260.414072,2129.4502225
66,2025-07-18 14:58:00,2260.414072,2133.381321
67,2025-07-18 14:59:00,2259.888387,2135.0660775
68,2025-07-18 15:00:00,2255.682907,2136.750834
69,2025-07-18 15:01:00,2259.888387,2138.4355905
70,2025-07-18 15:02:00,2259.888387,2139.5587615
71,2025-07-18 15:03:00,2253.580167,2140.6819325
72,2025-07-18 15:04:00,2255.157222,2142.366689
73,2025-07-18 15:05:00,2256.208592,2148.5441295
74,2025-07-18 15:06:00,2251.477427,2153.598399
75,2025-07-18 15:07:00,2255.157222,2155.844741
76,2025-07-18 15:08:00,2253.580167,2159.214254
77,2025-07-18 15:09:00,2258.837017,2165.9532799999997
78,2025-07-18 15:10:00,2255.682907,2168.199622
79,2025-07-18 15:11:00,2253.580167,2168.7612074999997
80,2025-07-18 15:12:00,2253.580167,2171.569135
81,2025-07-18 15:13:00,2259.888387,2182.2392595
82,2025-07-18 15:14:00,2261.9911270000002,2186.7319435
83,2025-07-18 15:15:00,2255.157222,2183.924016
84,2025-07-18 15:16:00,2253.580167,2185.047187
85,2025-07-18 15:17:00,2255.157222,2185.047187
86,2025-07-18 15:18:00,2252.528797,2186.7319435
87,2025-07-18 15:19:00,2253.580167,2185.6087724999998
88,2025-07-18 15:20:00,2256.208592,2182.2392595
89,2025-07-18 15:21:00,2257.259962,2182.8008449999998
90,2025-07-18 15:22:00,2253.054482,2187.8551145
91,2025-07-18 15:23:00,2250.426057,2191.2246274999998
92,2025-07-18 15:24:00,2250.426057,2190.1014565
93,2025-07-18 15:25:00,2254.105852,2192.909384
94,2025-07-18 15:26:00,2257.259962,2195.155726
95,2025-07-18 15:27:00,2253.580167,2199.64841
96,2025-07-18 15:28:00,2249.900372,2201.894752
97,2025-07-18 15:29:00,2256.734277,2205.264265
98,2025-07-18 15:30:00,2253.580167,2208.0721925
99,2025-07-18 15:31:00,2256.734277,2208.0721925
100,2025-07-18 15:32:00,2249.900372,2205.264265
101,2025-07-18 15:33:00,2255.6829070000003,2207.510607
102,2025-07-18 15:34:00,2256.208592,2214.2496330000004
103,2025-07-18 15:35:00,2248.849002,2206.387436
104,2025-07-18 15:36:00,2247.797632,2204.141094
105,2025-07-18 15:37:00,2249.374687,2203.5795085
106,2025-07-18 15:38:00,2248.3233170000003,2205.264265
107,2025-07-18 15:39:00,2246.220577,2205.264265
108,2025-07-18 15:40:00,2247.797632,2200.771581
109,2025-07-18 15:41:00,2247.797632,2200.2099955
110,2025-07-18 15:42:00,2248.323317,2205.264265
111,2025-07-18 15:43:00,2244.117837,2203.5795085
112,2025-07-18 15:44:00,2242.540782,2200.2099955
113,2025-07-18 15:45:00,2247.271947,2200.2099955
114,2025-07-18 15:46:00,2254.105852,2200.2099955
115,2025-07-18 15:47:00,2244.117837,2196.278897
116,2025-07-18 15:48:00,2244.117837,2201.3331665
117,2025-07-18 15:49:00,2248.3233170000003,2204.7026795
118,2025-07-18 15:50:00,2249.374687,2206.387436
119,2025-07-18 15:51:00,2244.643522,2209.1953635
120,2025-07-18 15:52:00,2245.694892,2207.510607
121,2025-07-18 15:53:00,2255.6829070000003,2217.619146
122,2025-07-18 15:54:00,2255.157222,2220.9886589999996
123,2025-07-18 15:55:00,2254.105852,2222.6734155000004
124,2025-07-18 15:56:00,2256.734277,2220.988659
125,2025-07-18 15:57:00,2255.157222,2220.988659
126,2025-07-18 15:58:00,2254.105852,2218.742317
127,2025-07-18 15:59:00,2257.785647,2214.8112185
128,2025-07-18 16:00:00,2253.580167,2210.3185345
129,2025-07-18 16:01:00,2257.259962,2211.4417055
130,2025-07-18 16:02:00,2255.682907,2215.9343895
131,2025-07-18 16:03:00,2257.785647,2218.1807315
132,2025-07-18 16:04:00,2249.900372,2215.372804
133,2025-07-18 16:05:00,2255.6829070000003,2212.003291
134,2025-07-18 16:06:00,2252.528797,2216.495975
135,2025-07-18 16:07:00,2254.105852,2217.0575605
136,2025-07-18 16:08:00,2248.849002,2216.495975
137,2025-07-18 16:09:00,2252.0031120000003,2218.742317
138,2025-07-18 16:10:00,2253.054482,2221.5502445
