,timestamp,CO2 calibrate
0,2025-07-30 15:40:00,447.063549
1,2025-07-30 15:41:00,445.57298249999997
2,2025-07-30 15:42:00,445.57298249999997
3,2025-07-30 15:43:00,444.5792715
4,2025-07-30 15:44:00,443.088705
5,2025-07-30 15:45:00,443.088705
6,2025-07-30 15:46:00,444.5792715
7,2025-07-30 15:47:00,526.0635735000001
8,2025-07-30 15:48:00,623.944107
9,2025-07-30 15:49:00,750.145404
10,2025-07-30 15:50:00,911.6234415
11,2025-07-30 15:51:00,1039.8121605
12,2025-07-30 15:52:00,1119.8058959999998
13,2025-07-30 15:53:00,1155.5794919999998
14,2025-07-30 15:54:00,1189.8625215
15,2025-07-30 15:55:00,1202.7807645
16,2025-07-30 15:56:00,1213.2147300000001
17,2025-07-30 15:57:00,1219.6738515000002
18,2025-07-30 15:58:00,1229.6109615
19,2025-07-30 15:59:00,1241.038638
20,2025-07-30 16:00:00,1246.5040485
21,2025-07-30 16:01:00,1250.4788925
22,2025-07-30 16:02:00,1256.938014
23,2025-07-30 16:03:00,1264.3908465
24,2025-07-30 16:04:00,1270.3531125
25,2025-07-30 16:05:00,1281.2839334999999
26,2025-07-30 16:06:00,1291.2210435
27,2025-07-30 16:07:00,1298.673876
28,2025-07-30 16:08:00,1305.1329974999999
29,2025-07-30 16:09:00,1310.1015525
30,2025-07-30 16:10:00,1317.554385
31,2025-07-30 16:11:00,1325.504073
32,2025-07-30 16:12:00,1331.466339
33,2025-07-30 16:13:00,1337.428605
34,2025-07-30 16:14:00,1341.403449
35,2025-07-30 16:15:00,1342.8940155
36,2025-07-30 16:16:00,1346.8688594999999
37,2025-07-30 16:17:00,1349.353137
38,2025-07-30 16:18:00,1352.33427
39,2025-07-30 16:19:00,1350.8437035
40,2025-07-30 16:20:00,1353.327981
41,2025-07-30 16:21:00,1358.2965359999998
42,2025-07-30 16:22:00,1363.265091
43,2025-07-30 16:23:00,1357.302825
44,2025-07-30 16:24:00,1352.3342699999998
45,2025-07-30 16:25:00,1347.8625705
46,2025-07-30 16:26:00,1342.39716
47,2025-07-30 16:27:00,1337.9254605
48,2025-07-30 16:28:00,1334.4474719999998
49,2025-07-30 16:29:00,1328.9820614999999
50,2025-07-30 16:30:00,1325.0072175
51,2025-07-30 16:31:00,1320.0386625
52,2025-07-30 16:32:00,1315.0701075
53,2025-07-30 16:33:00,1305.1329974999999
54,2025-07-30 16:34:00,1300.1644425
55,2025-07-30 16:35:00,1295.1958875
56,2025-07-30 16:36:00,1289.730477
57,2025-07-30 16:37:00,1280.2902225
58,2025-07-30 16:38:00,1273.3342455
59,2025-07-30 16:39:00,1258.4285805
60,2025-07-30 16:40:00,1249.982037
61,2025-07-30 16:41:00,1239.5480714999999
62,2025-07-30 16:42:00,1232.095239
63,2025-07-30 16:43:00,1223.6486955
64,2025-07-30 16:44:00,1211.7241635
65,2025-07-30 16:45:00,1204.7681865
66,2025-07-30 16:46:00,1196.8184985
67,2025-07-30 16:47:00,1188.8688105
68,2025-07-30 16:48:00,1176.9442785
69,2025-07-30 16:49:00,1170.485157
70,2025-07-30 16:50:00,1159.0574805
71,2025-07-30 16:51:00,1149.1203704999998
72,2025-07-30 16:52:00,1139.680116
73,2025-07-30 16:53:00,1127.755584
74,2025-07-30 16:54:00,1122.2901735
75,2025-07-30 16:55:00,1111.8562080000002
76,2025-07-30 16:56:00,1104.4033755
77,2025-07-30 16:57:00,1093.4725545000001
78,2025-07-30 16:58:00,1087.013433
79,2025-07-30 16:59:00,1080.5543115
80,2025-07-30 17:00:00,1068.6297795
81,2025-07-30 17:01:00,1058.195814
82,2025-07-30 17:02:00,1052.2335480000002
83,2025-07-30 17:03:00,1049.252415
84,2025-07-30 17:04:00,1044.28386
85,2025-07-30 17:05:00,1036.3341719999999
86,2025-07-30 17:06:00,1025.403351
87,2025-07-30 17:07:00,1016.9568075
88,2025-07-30 17:08:00,1012.9819635
89,2025-07-30 17:09:00,1006.522842
90,2025-07-30 17:10:00,997.579443
91,2025-07-30 17:11:00,987.642333
92,2025-07-30 17:12:00,978.698934
93,2025-07-30 17:13:00,973.7303790000001
94,2025-07-30 17:14:00,966.774402
95,2025-07-30 17:15:00,961.3089915
96,2025-07-30 17:16:00,958.3278585
97,2025-07-30 17:17:00,950.3781705
98,2025-07-30 17:18:00,944.4159045
99,2025-07-30 17:19:00,940.4410605
100,2025-07-30 17:20:00,934.9756500000001
101,2025-07-30 17:21:00,930.5039505
102,2025-07-30 17:22:00,923.0511180000001
103,2025-07-30 17:23:00,915.5982855
104,2025-07-30 17:24:00,908.1454530000001
105,2025-07-30 17:25:00,901.189476
106,2025-07-30 17:26:00,896.2209210000001
107,2025-07-30 17:27:00,891.7492215
108,2025-07-30 17:28:00,882.3089669999999
109,2025-07-30 17:29:00,875.35299
110,2025-07-30 17:30:00,870.8812905
111,2025-07-30 17:31:00,867.4033019999999
112,2025-07-30 17:32:00,863.4284580000001
113,2025-07-30 17:33:00,851.0070705
114,2025-07-30 17:34:00,846.535371
