"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1441021,36.1,52.1,81,"tongdy_1","2025-07-15T17:00:21.000Z","468.925191","HLR intlet"
1441022,30.7,59.5,1065,"tongdy_3","2025-07-15T17:00:22.000Z","1124.408787","Carbon Outlet"
1441023,31,59.1,1248,"tongdy_4","2025-07-15T17:00:22.000Z","1343.792108","HLR Exhaust"
1441024,36.1,52.1,80,"tongdy_1","2025-07-15T17:00:51.000Z","467.931480","HLR intlet"
1441025,30.7,59.5,1067,"tongdy_3","2025-07-15T17:00:52.000Z","1126.511527","Carbon Outlet"
1441026,30.9,59.1,1241,"tongdy_4","2025-07-15T17:00:52.000Z","1335.929911","HLR Exhaust"
1441027,36.1,52.1,81,"tongdy_1","2025-07-15T17:01:21.000Z","468.925191","HLR intlet"
1441028,30.7,59.5,1067,"tongdy_3","2025-07-15T17:01:22.000Z","1126.511527","Carbon Outlet"
1441029,31,59.1,1233,"tongdy_4","2025-07-15T17:01:22.000Z","1326.944543","HLR Exhaust"
1441030,36.1,52.1,81,"tongdy_1","2025-07-15T17:01:51.000Z","468.925191","HLR intlet"
1441031,30.7,59.5,1071,"tongdy_3","2025-07-15T17:01:52.000Z","1130.717007","Carbon Outlet"
1441032,31,59.2,1222,"tongdy_4","2025-07-15T17:01:52.000Z","1314.589662","HLR Exhaust"
1441033,36.1,52,80,"tongdy_1","2025-07-15T17:02:21.000Z","467.931480","HLR intlet"
1441034,30.8,59.5,1068,"tongdy_3","2025-07-15T17:02:22.000Z","1127.562897","Carbon Outlet"
1441035,31,59.2,1215,"tongdy_4","2025-07-15T17:02:22.000Z","1306.727465","HLR Exhaust"
1441036,36.1,52.1,80,"tongdy_1","2025-07-15T17:02:51.000Z","467.931480","HLR intlet"
1441037,30.8,59.5,1068,"tongdy_3","2025-07-15T17:02:52.000Z","1127.562897","Carbon Outlet"
1441038,31,59.2,1205,"tongdy_4","2025-07-15T17:02:52.000Z","1295.495755","HLR Exhaust"
1441039,36.1,52.1,80,"tongdy_1","2025-07-15T17:03:21.000Z","467.931480","HLR intlet"
1441040,30.7,59.5,1066,"tongdy_3","2025-07-15T17:03:22.000Z","1125.460157","Carbon Outlet"
1441041,31,59.2,1206,"tongdy_4","2025-07-15T17:03:22.000Z","1296.618926","HLR Exhaust"
1441042,36.1,52.1,80,"tongdy_1","2025-07-15T17:03:51.000Z","467.931480","HLR intlet"
1441043,30.7,59.5,1065,"tongdy_3","2025-07-15T17:03:52.000Z","1124.408787","Carbon Outlet"
1441044,31,59.2,1203,"tongdy_4","2025-07-15T17:03:52.000Z","1293.249413","HLR Exhaust"
1441045,36.1,52.1,82,"tongdy_1","2025-07-15T17:04:21.000Z","469.918902","HLR intlet"
1441046,30.7,59.5,1061,"tongdy_3","2025-07-15T17:04:22.000Z","1120.203307","Carbon Outlet"
1441047,31,59.2,1201,"tongdy_4","2025-07-15T17:04:22.000Z","1291.003071","HLR Exhaust"
1441048,36.1,52.1,81,"tongdy_1","2025-07-15T17:04:51.000Z","468.925191","HLR intlet"
1441049,30.8,59.5,1061,"tongdy_3","2025-07-15T17:04:52.000Z","1120.203307","Carbon Outlet"
1441050,30.9,59.2,1201,"tongdy_4","2025-07-15T17:04:52.000Z","1291.003071","HLR Exhaust"
1441051,36.1,52.1,80,"tongdy_1","2025-07-15T17:05:21.000Z","467.931480","HLR intlet"
1441052,30.8,59.5,1062,"tongdy_3","2025-07-15T17:05:22.000Z","1121.254677","Carbon Outlet"
1441053,30.9,59.2,1203,"tongdy_4","2025-07-15T17:05:22.000Z","1293.249413","HLR Exhaust"
1441054,36.1,52.1,82,"tongdy_1","2025-07-15T17:05:51.000Z","469.918902","HLR intlet"
1441055,30.8,59.5,1063,"tongdy_3","2025-07-15T17:05:52.000Z","1122.306047","Carbon Outlet"
1441056,31,59.2,1207,"tongdy_4","2025-07-15T17:05:52.000Z","1297.742097","HLR Exhaust"
1441057,30.8,59.5,1060,"tongdy_3","2025-07-15T17:06:22.000Z","1119.151937","Carbon Outlet"
1441058,31,59.2,1200,"tongdy_4","2025-07-15T17:06:22.000Z","1289.879900","HLR Exhaust"
1441059,36.1,52.1,84,"tongdy_1","2025-07-15T17:06:51.000Z","471.906324","HLR intlet"
1441060,30.8,59.5,1058,"tongdy_3","2025-07-15T17:06:52.000Z","1117.049197","Carbon Outlet"
1441061,30.9,59.1,1176,"tongdy_4","2025-07-15T17:06:52.000Z","1262.923796","HLR Exhaust"
1441062,36.1,52.1,83,"tongdy_1","2025-07-15T17:07:21.000Z","470.912613","HLR intlet"
1441063,30.8,59.7,1057,"tongdy_3","2025-07-15T17:07:22.000Z","1115.997827","Carbon Outlet"
1441064,31,59.1,1159,"tongdy_4","2025-07-15T17:07:22.000Z","1243.829889","HLR Exhaust"
1441065,36.1,52.1,83,"tongdy_1","2025-07-15T17:07:51.000Z","470.912613","HLR intlet"
1441066,30.8,59.6,1048,"tongdy_3","2025-07-15T17:07:52.000Z","1106.535497","Carbon Outlet"
1441067,30.9,59.1,1145,"tongdy_4","2025-07-15T17:07:52.000Z","1228.105495","HLR Exhaust"
