"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1657416,36,56.6,581,"tongdy_2","2025-08-03T17:00:26.000Z","551.495830","Carbon inlet"
1657417,32.1,68.3,504,"tongdy_3","2025-08-03T17:00:27.000Z","534.590217","Carbon Outlet"
1657418,32.1,68.5,536,"tongdy_4","2025-08-03T17:00:27.000Z","544.094356","HLR Exhaust"
1657419,36,57,132,"tongdy_1","2025-08-03T17:00:56.000Z","519.604452","HLR intlet"
1657420,36,56.7,580,"tongdy_2","2025-08-03T17:00:56.000Z","550.378100","Carbon inlet"
1657421,32.1,68.4,504,"tongdy_3","2025-08-03T17:00:57.000Z","534.590217","Carbon Outlet"
1657422,32.1,68.5,535,"tongdy_4","2025-08-03T17:00:57.000Z","542.971185","HLR Exhaust"
1657423,36,57,132,"tongdy_1","2025-08-03T17:01:26.000Z","519.604452","HLR intlet"
1657424,36,56.5,580,"tongdy_2","2025-08-03T17:01:26.000Z","550.378100","Carbon inlet"
1657425,32.1,68.2,504,"tongdy_3","2025-08-03T17:01:27.000Z","534.590217","Carbon Outlet"
1657426,32.1,68.5,536,"tongdy_4","2025-08-03T17:01:27.000Z","544.094356","HLR Exhaust"
1657427,36,57,131,"tongdy_1","2025-08-03T17:01:56.000Z","518.610741","HLR intlet"
1657428,36,56.2,580,"tongdy_2","2025-08-03T17:01:56.000Z","550.378100","Carbon inlet"
1657429,32.1,68.1,504,"tongdy_3","2025-08-03T17:01:57.000Z","534.590217","Carbon Outlet"
1657430,32.1,68.3,534,"tongdy_4","2025-08-03T17:01:57.000Z","541.848014","HLR Exhaust"
1657431,36,56.8,132,"tongdy_1","2025-08-03T17:02:26.000Z","519.604452","HLR intlet"
1657432,36,56.5,580,"tongdy_2","2025-08-03T17:02:26.000Z","550.378100","Carbon inlet"
1657433,32.1,68.2,504,"tongdy_3","2025-08-03T17:02:27.000Z","534.590217","Carbon Outlet"
1657434,32.1,68.4,534,"tongdy_4","2025-08-03T17:02:27.000Z","541.848014","HLR Exhaust"
1657435,36,57,131,"tongdy_1","2025-08-03T17:02:56.000Z","518.610741","HLR intlet"
1657436,36,56.7,580,"tongdy_2","2025-08-03T17:02:56.000Z","550.378100","Carbon inlet"
1657437,32.1,68.3,503,"tongdy_3","2025-08-03T17:02:57.000Z","533.538847","Carbon Outlet"
1657438,32.1,68.3,535,"tongdy_4","2025-08-03T17:02:57.000Z","542.971185","HLR Exhaust"
1657439,36,57,131,"tongdy_1","2025-08-03T17:03:26.000Z","518.610741","HLR intlet"
1657440,36,56.7,581,"tongdy_2","2025-08-03T17:03:26.000Z","551.495830","Carbon inlet"
1657441,32.1,68.3,503,"tongdy_3","2025-08-03T17:03:27.000Z","533.538847","Carbon Outlet"
