"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1451132,34.1,58.5,75,"tongdy_1","2025-07-16T17:00:10.000Z","462.962925","HLR intlet"
1451133,34,54.5,603,"tongdy_2","2025-07-16T17:00:10.000Z","576.085890","Carbon inlet"
1451134,29.9,68,450,"tongdy_3","2025-07-16T17:00:11.000Z","477.816237","Carbon Outlet"
1451135,30.6,57.5,848,"tongdy_4","2025-07-16T17:00:11.000Z","894.523708","HLR Exhaust"
1451136,34.1,58.5,75,"tongdy_1","2025-07-16T17:00:40.000Z","462.962925","HLR intlet"
1451137,34,54.5,607,"tongdy_2","2025-07-16T17:00:40.000Z","580.556810","Carbon inlet"
1451138,30,67.8,450,"tongdy_3","2025-07-16T17:00:41.000Z","477.816237","Carbon Outlet"
1451139,30.6,57.5,844,"tongdy_4","2025-07-16T17:00:41.000Z","890.031024","HLR Exhaust"
1451140,34,58.5,75,"tongdy_1","2025-07-16T17:01:10.000Z","462.962925","HLR intlet"
1451141,34,54.5,611,"tongdy_2","2025-07-16T17:01:10.000Z","585.027730","Carbon inlet"
1451142,29.9,68,451,"tongdy_3","2025-07-16T17:01:11.000Z","478.867607","Carbon Outlet"
1451143,30.6,57.5,840,"tongdy_4","2025-07-16T17:01:11.000Z","885.538340","HLR Exhaust"
1451144,34.1,58.5,75,"tongdy_1","2025-07-16T17:01:40.000Z","462.962925","HLR intlet"
1451145,34,54.5,611,"tongdy_2","2025-07-16T17:01:40.000Z","585.027730","Carbon inlet"
1451146,29.9,68.1,451,"tongdy_3","2025-07-16T17:01:41.000Z","478.867607","Carbon Outlet"
1451147,30.6,57.6,836,"tongdy_4","2025-07-16T17:01:41.000Z","881.045656","HLR Exhaust"
1451148,34,58.3,75,"tongdy_1","2025-07-16T17:02:10.000Z","462.962925","HLR intlet"
1451149,34,54.6,611,"tongdy_2","2025-07-16T17:02:10.000Z","585.027730","Carbon inlet"
1451150,30,68.1,451,"tongdy_3","2025-07-16T17:02:11.000Z","478.867607","Carbon Outlet"
1451151,30.6,57.5,835,"tongdy_4","2025-07-16T17:02:11.000Z","879.922485","HLR Exhaust"
1451152,34.1,58.3,75,"tongdy_1","2025-07-16T17:02:40.000Z","462.962925","HLR intlet"
1451153,34,54.6,610,"tongdy_2","2025-07-16T17:02:40.000Z","583.910000","Carbon inlet"
1451154,29.9,68.2,450,"tongdy_3","2025-07-16T17:02:41.000Z","477.816237","Carbon Outlet"
1451155,30.6,57.5,837,"tongdy_4","2025-07-16T17:02:41.000Z","882.168827","HLR Exhaust"
1451156,34.1,58.3,74,"tongdy_1","2025-07-16T17:03:10.000Z","461.969214","HLR intlet"
1451157,34,54.8,608,"tongdy_2","2025-07-16T17:03:10.000Z","581.674540","Carbon inlet"
1451158,29.9,68.2,449,"tongdy_3","2025-07-16T17:03:11.000Z","476.764867","Carbon Outlet"
1451159,30.6,57.5,838,"tongdy_4","2025-07-16T17:03:11.000Z","883.291998","HLR Exhaust"
1451160,34.1,58.5,74,"tongdy_1","2025-07-16T17:03:40.000Z","461.969214","HLR intlet"
1451161,34,54.6,603,"tongdy_2","2025-07-16T17:03:40.000Z","576.085890","Carbon inlet"
1451162,29.9,68.2,449,"tongdy_3","2025-07-16T17:03:41.000Z","476.764867","Carbon Outlet"
1451163,30.6,57.3,840,"tongdy_4","2025-07-16T17:03:41.000Z","885.538340","HLR Exhaust"
1451164,34,58.5,74,"tongdy_1","2025-07-16T17:04:10.000Z","461.969214","HLR intlet"
1451165,34,54.7,604,"tongdy_2","2025-07-16T17:04:10.000Z","577.203620","Carbon inlet"
1451166,30,68.2,450,"tongdy_3","2025-07-16T17:04:11.000Z","477.816237","Carbon Outlet"
1451167,30.5,57.3,846,"tongdy_4","2025-07-16T17:04:11.000Z","892.277366","HLR Exhaust"
1451168,34.1,58.5,74,"tongdy_1","2025-07-16T17:04:40.000Z","461.969214","HLR intlet"
1451169,34,54.7,609,"tongdy_2","2025-07-16T17:04:40.000Z","582.792270","Carbon inlet"
1451170,29.9,68.2,451,"tongdy_3","2025-07-16T17:04:41.000Z","478.867607","Carbon Outlet"
1451171,30.6,57.5,855,"tongdy_4","2025-07-16T17:04:41.000Z","902.385905","HLR Exhaust"
1451172,34.1,58.3,74,"tongdy_1","2025-07-16T17:05:10.000Z","461.969214","HLR intlet"
1451173,34,54.7,611,"tongdy_2","2025-07-16T17:05:10.000Z","585.027730","Carbon inlet"
1451174,29.9,68.2,452,"tongdy_3","2025-07-16T17:05:11.000Z","479.918977","Carbon Outlet"
1451175,30.6,57.3,856,"tongdy_4","2025-07-16T17:05:11.000Z","903.509076","HLR Exhaust"
1451176,34,58.3,74,"tongdy_1","2025-07-16T17:05:40.000Z","461.969214","HLR intlet"
1451177,34,54.8,611,"tongdy_2","2025-07-16T17:05:40.000Z","585.027730","Carbon inlet"
1451178,30,68.2,452,"tongdy_3","2025-07-16T17:05:41.000Z","479.918977","Carbon Outlet"
1451179,30.6,57.3,856,"tongdy_4","2025-07-16T17:05:41.000Z","903.509076","HLR Exhaust"
1451180,34.1,58.5,74,"tongdy_1","2025-07-16T17:06:10.000Z","461.969214","HLR intlet"
1451181,34,55,604,"tongdy_2","2025-07-16T17:06:10.000Z","577.203620","Carbon inlet"
1451182,30,68.2,452,"tongdy_3","2025-07-16T17:06:11.000Z","479.918977","Carbon Outlet"
1451183,30.6,57.3,856,"tongdy_4","2025-07-16T17:06:11.000Z","903.509076","HLR Exhaust"
1451184,34.1,58.3,75,"tongdy_1","2025-07-16T17:06:40.000Z","462.962925","HLR intlet"
1451185,34,54.5,602,"tongdy_2","2025-07-16T17:06:40.000Z","574.968160","Carbon inlet"
1451186,29.9,68.1,451,"tongdy_3","2025-07-16T17:06:41.000Z","478.867607","Carbon Outlet"
1451187,30.6,57.5,856,"tongdy_4","2025-07-16T17:06:41.000Z","903.509076","HLR Exhaust"
1451188,34.1,58.3,75,"tongdy_1","2025-07-16T17:07:10.000Z","462.962925","HLR intlet"
1451189,34,54.8,604,"tongdy_2","2025-07-16T17:07:10.000Z","577.203620","Carbon inlet"
1451190,30,68.2,450,"tongdy_3","2025-07-16T17:07:11.000Z","477.816237","Carbon Outlet"
1451191,30.6,57.5,854,"tongdy_4","2025-07-16T17:07:11.000Z","901.262734","HLR Exhaust"
1451192,34.1,58.3,75,"tongdy_1","2025-07-16T17:07:40.000Z","462.962925","HLR intlet"
1451193,34,54.8,603,"tongdy_2","2025-07-16T17:07:40.000Z","576.085890","Carbon inlet"
1451194,29.9,68.2,449,"tongdy_3","2025-07-16T17:07:41.000Z","476.764867","Carbon Outlet"
1451195,30.6,57.5,853,"tongdy_4","2025-07-16T17:07:41.000Z","900.139563","HLR Exhaust"
1451196,34,58.5,75,"tongdy_1","2025-07-16T17:08:10.000Z","462.962925","HLR intlet"
1451197,34,54.6,603,"tongdy_2","2025-07-16T17:08:10.000Z","576.085890","Carbon inlet"
1451198,30,68.1,449,"tongdy_3","2025-07-16T17:08:11.000Z","476.764867","Carbon Outlet"
1451199,30.6,57.5,852,"tongdy_4","2025-07-16T17:08:11.000Z","899.016392","HLR Exhaust"
1451200,34,58.3,75,"tongdy_1","2025-07-16T17:08:40.000Z","462.962925","HLR intlet"
1451201,34,54.7,604,"tongdy_2","2025-07-16T17:08:40.000Z","577.203620","Carbon inlet"
1451202,29.9,68.1,449,"tongdy_3","2025-07-16T17:08:41.000Z","476.764867","Carbon Outlet"
