"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1680314,60,18.7,76,"tongdy_1","2025-08-05T17:00:28.000Z","463.956636","HLR intlet"
1680315,35,54.3,532,"tongdy_2","2025-08-05T17:00:28.000Z","496.727060","Carbon inlet"
1680316,30.8,65.3,451,"tongdy_3","2025-08-05T17:00:28.000Z","478.867607","Carbon Outlet"
1680317,31,64.6,483,"tongdy_4","2025-08-05T17:00:29.000Z","484.566293","HLR Exhaust"
1680318,60,18.7,76,"tongdy_1","2025-08-05T17:00:58.000Z","463.956636","HLR intlet"
1680319,35,54.2,531,"tongdy_2","2025-08-05T17:00:58.000Z","495.609330","Carbon inlet"
1680320,30.8,65.2,451,"tongdy_3","2025-08-05T17:00:58.000Z","478.867607","Carbon Outlet"
1680321,31,64.5,483,"tongdy_4","2025-08-05T17:00:59.000Z","484.566293","HLR Exhaust"
1680322,60,18.7,75,"tongdy_1","2025-08-05T17:01:28.000Z","462.962925","HLR intlet"
1680323,35,54.1,531,"tongdy_2","2025-08-05T17:01:28.000Z","495.609330","Carbon inlet"
1680324,30.8,65.4,451,"tongdy_3","2025-08-05T17:01:28.000Z","478.867607","Carbon Outlet"
1680325,31,64.3,483,"tongdy_4","2025-08-05T17:01:29.000Z","484.566293","HLR Exhaust"
1680326,60,18.7,75,"tongdy_1","2025-08-05T17:01:58.000Z","462.962925","HLR intlet"
1680327,35,54.1,530,"tongdy_2","2025-08-05T17:01:58.000Z","494.491600","Carbon inlet"
1680328,30.8,65.4,451,"tongdy_3","2025-08-05T17:01:58.000Z","478.867607","Carbon Outlet"
1680329,31,64.4,482,"tongdy_4","2025-08-05T17:01:59.000Z","483.443122","HLR Exhaust"
1680330,60,18.6,76,"tongdy_1","2025-08-05T17:02:28.000Z","463.956636","HLR intlet"
1680331,35,54,531,"tongdy_2","2025-08-05T17:02:28.000Z","495.609330","Carbon inlet"
1680332,30.8,65.4,450,"tongdy_3","2025-08-05T17:02:28.000Z","477.816237","Carbon Outlet"
1680333,31,64.4,483,"tongdy_4","2025-08-05T17:02:29.000Z","484.566293","HLR Exhaust"
1680334,60,18.7,76,"tongdy_1","2025-08-05T17:02:58.000Z","463.956636","HLR intlet"
1680335,35,54,532,"tongdy_2","2025-08-05T17:02:58.000Z","496.727060","Carbon inlet"
1680336,30.8,65.2,450,"tongdy_3","2025-08-05T17:02:58.000Z","477.816237","Carbon Outlet"
