"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1508404,35.7,50.5,36,"tongdy_1","2025-07-21T17:00:15.000Z","424.208196","HLR intlet"
1508405,33.7,57.6,538,"tongdy_2","2025-07-21T17:00:15.000Z","503.433440","Carbon inlet"
1508406,29.8,67.3,451,"tongdy_3","2025-07-21T17:00:15.000Z","478.867607","Carbon Outlet"
1508407,29.9,66.6,490,"tongdy_4","2025-07-21T17:00:15.000Z","492.428490","HLR Exhaust"
1508408,35.7,51,36,"tongdy_1","2025-07-21T17:00:45.000Z","424.208196","HLR intlet"
1508409,33.7,57.1,537,"tongdy_2","2025-07-21T17:00:45.000Z","502.315710","Carbon inlet"
1508410,29.8,67.5,451,"tongdy_3","2025-07-21T17:00:45.000Z","478.867607","Carbon Outlet"
1508411,29.9,66.6,489,"tongdy_4","2025-07-21T17:00:45.000Z","491.305319","HLR Exhaust"
1508412,35.7,51.1,35,"tongdy_1","2025-07-21T17:01:15.000Z","423.214485","HLR intlet"
1508413,33.7,57,537,"tongdy_2","2025-07-21T17:01:15.000Z","502.315710","Carbon inlet"
1508414,29.8,67.5,451,"tongdy_3","2025-07-21T17:01:15.000Z","478.867607","Carbon Outlet"
1508415,29.9,66.6,490,"tongdy_4","2025-07-21T17:01:15.000Z","492.428490","HLR Exhaust"
1508416,35.7,51,36,"tongdy_1","2025-07-21T17:01:45.000Z","424.208196","HLR intlet"
1508417,33.7,56.8,538,"tongdy_2","2025-07-21T17:01:45.000Z","503.433440","Carbon inlet"
1508418,29.8,67.5,451,"tongdy_3","2025-07-21T17:01:45.000Z","478.867607","Carbon Outlet"
1508419,29.9,66.6,490,"tongdy_4","2025-07-21T17:01:45.000Z","492.428490","HLR Exhaust"
1508420,35.7,51,36,"tongdy_1","2025-07-21T17:02:15.000Z","424.208196","HLR intlet"
1508421,33.7,56.5,537,"tongdy_2","2025-07-21T17:02:15.000Z","502.315710","Carbon inlet"
1508422,29.8,67.5,451,"tongdy_3","2025-07-21T17:02:15.000Z","478.867607","Carbon Outlet"
1508423,29.9,66.6,489,"tongdy_4","2025-07-21T17:02:15.000Z","491.305319","HLR Exhaust"
1508424,35.7,50.5,36,"tongdy_1","2025-07-21T17:02:45.000Z","424.208196","HLR intlet"
1508425,33.7,56.3,536,"tongdy_2","2025-07-21T17:02:45.000Z","501.197980","Carbon inlet"
1508426,29.8,67.6,451,"tongdy_3","2025-07-21T17:02:45.000Z","478.867607","Carbon Outlet"
1508427,30,66.6,489,"tongdy_4","2025-07-21T17:02:45.000Z","491.305319","HLR Exhaust"
1508428,35.7,50.6,33,"tongdy_1","2025-07-21T17:03:15.000Z","421.227063","HLR intlet"
1508429,33.7,56.1,536,"tongdy_2","2025-07-21T17:03:15.000Z","501.197980","Carbon inlet"
1508430,29.8,67.6,451,"tongdy_3","2025-07-21T17:03:15.000Z","478.867607","Carbon Outlet"
1508431,29.9,66.6,489,"tongdy_4","2025-07-21T17:03:15.000Z","491.305319","HLR Exhaust"
1508432,35.7,50.7,32,"tongdy_1","2025-07-21T17:03:45.000Z","420.233352","HLR intlet"
1508433,33.7,56.2,536,"tongdy_2","2025-07-21T17:03:45.000Z","501.197980","Carbon inlet"
1508434,29.8,67.5,451,"tongdy_3","2025-07-21T17:03:45.000Z","478.867607","Carbon Outlet"
1508435,29.9,66.5,490,"tongdy_4","2025-07-21T17:03:45.000Z","492.428490","HLR Exhaust"
1508436,35.7,51,32,"tongdy_1","2025-07-21T17:04:15.000Z","420.233352","HLR intlet"
1508437,33.7,56.1,536,"tongdy_2","2025-07-21T17:04:15.000Z","501.197980","Carbon inlet"
1508438,29.8,67.5,451,"tongdy_3","2025-07-21T17:04:15.000Z","478.867607","Carbon Outlet"
1508439,29.9,66.5,490,"tongdy_4","2025-07-21T17:04:15.000Z","492.428490","HLR Exhaust"
1508440,35.7,50.2,32,"tongdy_1","2025-07-21T17:04:45.000Z","420.233352","HLR intlet"
1508441,33.7,56.1,537,"tongdy_2","2025-07-21T17:04:45.000Z","502.315710","Carbon inlet"
1508442,29.8,67.3,452,"tongdy_3","2025-07-21T17:04:45.000Z","479.918977","Carbon Outlet"
1508443,29.9,66.5,490,"tongdy_4","2025-07-21T17:04:45.000Z","492.428490","HLR Exhaust"
1508444,35.7,51,32,"tongdy_1","2025-07-21T17:05:15.000Z","420.233352","HLR intlet"
1508445,33.7,56.1,536,"tongdy_2","2025-07-21T17:05:15.000Z","501.197980","Carbon inlet"
1508446,29.8,67.5,452,"tongdy_3","2025-07-21T17:05:15.000Z","479.918977","Carbon Outlet"
1508447,29.9,66.5,490,"tongdy_4","2025-07-21T17:05:15.000Z","492.428490","HLR Exhaust"
1508448,35.7,50.5,32,"tongdy_1","2025-07-21T17:05:45.000Z","420.233352","HLR intlet"
1508449,33.7,56,537,"tongdy_2","2025-07-21T17:05:45.000Z","502.315710","Carbon inlet"
1508450,29.8,67.5,451,"tongdy_3","2025-07-21T17:05:45.000Z","478.867607","Carbon Outlet"
1508451,30,66.5,489,"tongdy_4","2025-07-21T17:05:45.000Z","491.305319","HLR Exhaust"
1508452,35.6,51.5,32,"tongdy_1","2025-07-21T17:06:15.000Z","420.233352","HLR intlet"
1508453,33.7,56,536,"tongdy_2","2025-07-21T17:06:15.000Z","501.197980","Carbon inlet"
1508454,29.8,67.3,451,"tongdy_3","2025-07-21T17:06:15.000Z","478.867607","Carbon Outlet"
1508455,29.9,66.3,489,"tongdy_4","2025-07-21T17:06:15.000Z","491.305319","HLR Exhaust"
1508456,35.6,51.5,34,"tongdy_1","2025-07-21T17:06:45.000Z","422.220774","HLR intlet"
1508457,33.7,56,536,"tongdy_2","2025-07-21T17:06:45.000Z","501.197980","Carbon inlet"
1508458,29.8,67.3,451,"tongdy_3","2025-07-21T17:06:45.000Z","478.867607","Carbon Outlet"
1508459,29.9,66.5,490,"tongdy_4","2025-07-21T17:06:45.000Z","492.428490","HLR Exhaust"
1508460,35.6,50.7,36,"tongdy_1","2025-07-21T17:07:15.000Z","424.208196","HLR intlet"
1508461,33.7,56.5,535,"tongdy_2","2025-07-21T17:07:15.000Z","500.080250","Carbon inlet"
1508462,29.8,67.4,451,"tongdy_3","2025-07-21T17:07:15.000Z","478.867607","Carbon Outlet"
1508463,29.9,66.5,490,"tongdy_4","2025-07-21T17:07:15.000Z","492.428490","HLR Exhaust"
1508464,35.6,51.2,34,"tongdy_1","2025-07-21T17:07:45.000Z","422.220774","HLR intlet"
1508465,33.7,56.8,535,"tongdy_2","2025-07-21T17:07:45.000Z","500.080250","Carbon inlet"
1508466,29.8,67.4,451,"tongdy_3","2025-07-21T17:07:45.000Z","478.867607","Carbon Outlet"
1508467,29.9,66.5,488,"tongdy_4","2025-07-21T17:07:45.000Z","490.182148","HLR Exhaust"
1508468,35.6,50.7,34,"tongdy_1","2025-07-21T17:08:15.000Z","422.220774","HLR intlet"
1508469,33.7,57.2,535,"tongdy_2","2025-07-21T17:08:15.000Z","500.080250","Carbon inlet"
1508470,29.8,67.4,451,"tongdy_3","2025-07-21T17:08:15.000Z","478.867607","Carbon Outlet"
1508471,29.9,66.3,489,"tongdy_4","2025-07-21T17:08:15.000Z","491.305319","HLR Exhaust"
1508472,35.6,51.3,34,"tongdy_1","2025-07-21T17:08:45.000Z","422.220774","HLR intlet"
1508473,33.7,57.2,535,"tongdy_2","2025-07-21T17:08:45.000Z","500.080250","Carbon inlet"
1508474,29.8,67.4,451,"tongdy_3","2025-07-21T17:08:45.000Z","478.867607","Carbon Outlet"
1508475,29.9,66.3,489,"tongdy_4","2025-07-21T17:08:45.000Z","491.305319","HLR Exhaust"
