"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1703195,43.5,35.5,31,"tongdy_1","2025-08-07T17:00:00.000Z","419.239641","HLR intlet"
1703196,34.1,54.6,533,"tongdy_2","2025-08-07T17:00:00.000Z","497.844790","Carbon inlet"
1703197,30.1,66.5,450,"tongdy_3","2025-08-07T17:00:00.000Z","477.816237","Carbon Outlet"
1703198,30.3,65.3,487,"tongdy_4","2025-08-07T17:00:00.000Z","489.058977","HLR Exhaust"
1703199,43.2,35.6,30,"tongdy_1","2025-08-07T17:00:30.000Z","418.245930","HLR intlet"
1703200,34.1,54.7,533,"tongdy_2","2025-08-07T17:00:30.000Z","497.844790","Carbon inlet"
1703201,30,66.5,450,"tongdy_3","2025-08-07T17:00:30.000Z","477.816237","Carbon Outlet"
1703202,30.3,65.3,487,"tongdy_4","2025-08-07T17:00:30.000Z","489.058977","HLR Exhaust"
1703203,43.1,36,29,"tongdy_1","2025-08-07T17:01:00.000Z","417.252219","HLR intlet"
1703204,34.1,55,533,"tongdy_2","2025-08-07T17:01:00.000Z","497.844790","Carbon inlet"
1703205,30.1,66.5,450,"tongdy_3","2025-08-07T17:01:00.000Z","477.816237","Carbon Outlet"
1703206,30.3,65.3,487,"tongdy_4","2025-08-07T17:01:00.000Z","489.058977","HLR Exhaust"
1703207,43,36.1,29,"tongdy_1","2025-08-07T17:01:30.000Z","417.252219","HLR intlet"
1703208,34.1,55,533,"tongdy_2","2025-08-07T17:01:30.000Z","497.844790","Carbon inlet"
1703209,30,66.3,450,"tongdy_3","2025-08-07T17:01:30.000Z","477.816237","Carbon Outlet"
1703210,30.3,65.3,487,"tongdy_4","2025-08-07T17:01:30.000Z","489.058977","HLR Exhaust"
1703211,43,36.3,29,"tongdy_1","2025-08-07T17:02:00.000Z","417.252219","HLR intlet"
1703212,34.1,54.8,533,"tongdy_2","2025-08-07T17:02:00.000Z","497.844790","Carbon inlet"
1703213,30,66.5,450,"tongdy_3","2025-08-07T17:02:00.000Z","477.816237","Carbon Outlet"
1703214,30.3,65.3,487,"tongdy_4","2025-08-07T17:02:00.000Z","489.058977","HLR Exhaust"
1703215,42.8,36.5,28,"tongdy_1","2025-08-07T17:02:30.000Z","416.258508","HLR intlet"
1703216,34.1,54.8,533,"tongdy_2","2025-08-07T17:02:30.000Z","497.844790","Carbon inlet"
1703217,30.1,66.5,450,"tongdy_3","2025-08-07T17:02:30.000Z","477.816237","Carbon Outlet"
1703218,30.3,65.3,487,"tongdy_4","2025-08-07T17:02:30.000Z","489.058977","HLR Exhaust"
1703219,42.7,36.5,27,"tongdy_1","2025-08-07T17:03:00.000Z","415.264797","HLR intlet"
1703220,34.1,54.7,534,"tongdy_2","2025-08-07T17:03:00.000Z","498.962520","Carbon inlet"
1703221,30.1,66.5,450,"tongdy_3","2025-08-07T17:03:00.000Z","477.816237","Carbon Outlet"
1703222,30.3,65.3,487,"tongdy_4","2025-08-07T17:03:00.000Z","489.058977","HLR Exhaust"
1703223,42.6,36.5,27,"tongdy_1","2025-08-07T17:03:30.000Z","415.264797","HLR intlet"
1703224,34.1,54.7,534,"tongdy_2","2025-08-07T17:03:30.000Z","498.962520","Carbon inlet"
1703225,30.1,66.5,450,"tongdy_3","2025-08-07T17:03:30.000Z","477.816237","Carbon Outlet"
1703226,30.3,65.3,486,"tongdy_4","2025-08-07T17:03:30.000Z","487.935806","HLR Exhaust"
1703227,42.5,37,26,"tongdy_1","2025-08-07T17:04:00.000Z","414.271086","HLR intlet"
1703228,34.1,54.6,535,"tongdy_2","2025-08-07T17:04:00.000Z","500.080250","Carbon inlet"
1703229,30.1,66.5,450,"tongdy_3","2025-08-07T17:04:00.000Z","477.816237","Carbon Outlet"
1703230,30.3,65.4,486,"tongdy_4","2025-08-07T17:04:00.000Z","487.935806","HLR Exhaust"
1703231,42.3,36.8,27,"tongdy_1","2025-08-07T17:04:30.000Z","415.264797","HLR intlet"
1703232,34.1,54.7,534,"tongdy_2","2025-08-07T17:04:30.000Z","498.962520","Carbon inlet"
1703233,30.1,66.5,450,"tongdy_3","2025-08-07T17:04:30.000Z","477.816237","Carbon Outlet"
1703234,30.3,65.4,487,"tongdy_4","2025-08-07T17:04:30.000Z","489.058977","HLR Exhaust"
1703235,42.3,37.2,25,"tongdy_1","2025-08-07T17:05:00.000Z","413.277375","HLR intlet"
1703236,34.1,54.7,534,"tongdy_2","2025-08-07T17:05:00.000Z","498.962520","Carbon inlet"
1703237,30.1,66.5,450,"tongdy_3","2025-08-07T17:05:00.000Z","477.816237","Carbon Outlet"
1703238,30.3,65.4,487,"tongdy_4","2025-08-07T17:05:00.000Z","489.058977","HLR Exhaust"
1703239,42.1,37.3,26,"tongdy_1","2025-08-07T17:05:30.000Z","414.271086","HLR intlet"
1703240,34.1,54.7,535,"tongdy_2","2025-08-07T17:05:30.000Z","500.080250","Carbon inlet"
1703241,30,66.5,450,"tongdy_3","2025-08-07T17:05:30.000Z","477.816237","Carbon Outlet"
1703242,30.3,65.4,487,"tongdy_4","2025-08-07T17:05:30.000Z","489.058977","HLR Exhaust"
1703243,42,37.3,26,"tongdy_1","2025-08-07T17:06:00.000Z","414.271086","HLR intlet"
1703244,34.1,54.8,535,"tongdy_2","2025-08-07T17:06:00.000Z","500.080250","Carbon inlet"
1703245,30.1,66.5,450,"tongdy_3","2025-08-07T17:06:00.000Z","477.816237","Carbon Outlet"
1703246,30.3,65.4,487,"tongdy_4","2025-08-07T17:06:00.000Z","489.058977","HLR Exhaust"
1703247,42,37.5,26,"tongdy_1","2025-08-07T17:06:30.000Z","414.271086","HLR intlet"
1703248,34.1,55,534,"tongdy_2","2025-08-07T17:06:30.000Z","498.962520","Carbon inlet"
1703249,30,66.6,451,"tongdy_3","2025-08-07T17:06:30.000Z","478.867607","Carbon Outlet"
1703250,30.3,65.4,487,"tongdy_4","2025-08-07T17:06:30.000Z","489.058977","HLR Exhaust"
1703251,41.8,38,27,"tongdy_1","2025-08-07T17:07:00.000Z","415.264797","HLR intlet"
1703252,34.1,55,534,"tongdy_2","2025-08-07T17:07:00.000Z","498.962520","Carbon inlet"
1703253,30.1,66.5,451,"tongdy_3","2025-08-07T17:07:00.000Z","478.867607","Carbon Outlet"
1703254,30.3,65.4,487,"tongdy_4","2025-08-07T17:07:00.000Z","489.058977","HLR Exhaust"
1703255,41.7,37.7,27,"tongdy_1","2025-08-07T17:07:30.000Z","415.264797","HLR intlet"
1703256,34.1,55,535,"tongdy_2","2025-08-07T17:07:30.000Z","500.080250","Carbon inlet"
1703257,30.1,66.5,451,"tongdy_3","2025-08-07T17:07:30.000Z","478.867607","Carbon Outlet"
1703258,30.3,65.4,487,"tongdy_4","2025-08-07T17:07:30.000Z","489.058977","HLR Exhaust"
1703259,41.6,37.7,27,"tongdy_1","2025-08-07T17:08:00.000Z","415.264797","HLR intlet"
1703260,34.1,55,533,"tongdy_2","2025-08-07T17:08:00.000Z","497.844790","Carbon inlet"
1703261,30.1,66.5,451,"tongdy_3","2025-08-07T17:08:00.000Z","478.867607","Carbon Outlet"
1703262,30.3,65.4,487,"tongdy_4","2025-08-07T17:08:00.000Z","489.058977","HLR Exhaust"
1703263,41.6,38,26,"tongdy_1","2025-08-07T17:08:30.000Z","414.271086","HLR intlet"
1703264,34.1,55,533,"tongdy_2","2025-08-07T17:08:30.000Z","497.844790","Carbon inlet"
1703265,30.1,66.6,450,"tongdy_3","2025-08-07T17:08:30.000Z","477.816237","Carbon Outlet"
1703266,30.3,65.4,486,"tongdy_4","2025-08-07T17:08:30.000Z","487.935806","HLR Exhaust"
1703267,41.5,38,23,"tongdy_1","2025-08-07T17:09:00.000Z","411.289953","HLR intlet"
1703268,34.1,55,534,"tongdy_2","2025-08-07T17:09:00.000Z","498.962520","Carbon inlet"
1703269,30.1,66.6,451,"tongdy_3","2025-08-07T17:09:00.000Z","478.867607","Carbon Outlet"
1703270,30.3,65.3,486,"tongdy_4","2025-08-07T17:09:00.000Z","487.935806","HLR Exhaust"
1703271,41.5,38.2,23,"tongdy_1","2025-08-07T17:09:30.000Z","411.289953","HLR intlet"
1703272,34.1,54.8,534,"tongdy_2","2025-08-07T17:09:30.000Z","498.962520","Carbon inlet"
1703273,30.1,66.6,451,"tongdy_3","2025-08-07T17:09:30.000Z","478.867607","Carbon Outlet"
1703274,30.3,65.3,487,"tongdy_4","2025-08-07T17:09:30.000Z","489.058977","HLR Exhaust"
1703275,41.3,38.5,23,"tongdy_1","2025-08-07T17:10:00.000Z","411.289953","HLR intlet"
1703276,34.1,55,534,"tongdy_2","2025-08-07T17:10:00.000Z","498.962520","Carbon inlet"
1703277,30.1,66.7,450,"tongdy_3","2025-08-07T17:10:00.000Z","477.816237","Carbon Outlet"
1703278,30.3,65.3,487,"tongdy_4","2025-08-07T17:10:00.000Z","489.058977","HLR Exhaust"
1703279,41.2,38.5,23,"tongdy_1","2025-08-07T17:10:30.000Z","411.289953","HLR intlet"
1703280,34.1,55,536,"tongdy_2","2025-08-07T17:10:30.000Z","501.197980","Carbon inlet"
1703281,30.1,66.6,450,"tongdy_3","2025-08-07T17:10:30.000Z","477.816237","Carbon Outlet"
1703282,30.3,65.3,486,"tongdy_4","2025-08-07T17:10:30.000Z","487.935806","HLR Exhaust"
1703283,41.1,38.6,23,"tongdy_1","2025-08-07T17:11:00.000Z","411.289953","HLR intlet"
1703284,34.1,55,536,"tongdy_2","2025-08-07T17:11:00.000Z","501.197980","Carbon inlet"
1703285,30.1,66.6,450,"tongdy_3","2025-08-07T17:11:00.000Z","477.816237","Carbon Outlet"
1703286,30.3,65.3,486,"tongdy_4","2025-08-07T17:11:00.000Z","487.935806","HLR Exhaust"
1703287,41,39,24,"tongdy_1","2025-08-07T17:11:30.000Z","412.283664","HLR intlet"
1703288,34.1,55,536,"tongdy_2","2025-08-07T17:11:30.000Z","501.197980","Carbon inlet"
1703289,30.1,66.7,450,"tongdy_3","2025-08-07T17:11:30.000Z","477.816237","Carbon Outlet"
1703290,30.3,65.3,486,"tongdy_4","2025-08-07T17:11:30.000Z","487.935806","HLR Exhaust"
1703291,41,38.8,23,"tongdy_1","2025-08-07T17:12:00.000Z","411.289953","HLR intlet"
1703292,34.1,55.1,535,"tongdy_2","2025-08-07T17:12:00.000Z","500.080250","Carbon inlet"
1703293,30.1,66.7,450,"tongdy_3","2025-08-07T17:12:00.000Z","477.816237","Carbon Outlet"
1703294,30.3,65.3,486,"tongdy_4","2025-08-07T17:12:00.000Z","487.935806","HLR Exhaust"
1703295,41,39.1,23,"tongdy_1","2025-08-07T17:12:30.000Z","411.289953","HLR intlet"
1703296,34.1,55.1,533,"tongdy_2","2025-08-07T17:12:30.000Z","497.844790","Carbon inlet"
1703297,30.1,66.6,450,"tongdy_3","2025-08-07T17:12:30.000Z","477.816237","Carbon Outlet"
1703298,30.3,65.5,486,"tongdy_4","2025-08-07T17:12:30.000Z","487.935806","HLR Exhaust"
1703299,41,39.3,24,"tongdy_1","2025-08-07T17:13:00.000Z","412.283664","HLR intlet"
1703300,34.2,55.1,534,"tongdy_2","2025-08-07T17:13:00.000Z","498.962520","Carbon inlet"
1703301,30.1,66.6,451,"tongdy_3","2025-08-07T17:13:00.000Z","478.867607","Carbon Outlet"
1703302,30.3,65.5,485,"tongdy_4","2025-08-07T17:13:00.000Z","486.812635","HLR Exhaust"
1703303,40.8,39.2,22,"tongdy_1","2025-08-07T17:13:30.000Z","410.296242","HLR intlet"
1703304,34.1,55.2,534,"tongdy_2","2025-08-07T17:13:30.000Z","498.962520","Carbon inlet"
1703305,30.1,66.6,450,"tongdy_3","2025-08-07T17:13:30.000Z","477.816237","Carbon Outlet"
