"id","temp","humidity","co2","device_name","timestamp","adjust_co2","device_name_label"
1600146,35.5,53,76,"tongdy_1","2025-07-29T17:00:22.000Z","463.956636","HLR intlet"
1600147,35.1,53.5,528,"tongdy_2","2025-07-29T17:00:22.000Z","492.256140","Carbon inlet"
1600148,31.2,64,450,"tongdy_3","2025-07-29T17:00:22.000Z","477.816237","Carbon Outlet"
1600149,31.2,64.5,489,"tongdy_4","2025-07-29T17:00:22.000Z","491.305319","HLR Exhaust"
1600150,35.5,53,77,"tongdy_1","2025-07-29T17:00:52.000Z","464.950347","HLR intlet"
1600151,35.1,53.5,528,"tongdy_2","2025-07-29T17:00:52.000Z","492.256140","Carbon inlet"
1600152,31.2,64.2,451,"tongdy_3","2025-07-29T17:00:52.000Z","478.867607","Carbon Outlet"
1600153,31.2,64.3,490,"tongdy_4","2025-07-29T17:00:52.000Z","492.428490","HLR Exhaust"
1600154,35.5,53,77,"tongdy_1","2025-07-29T17:01:22.000Z","464.950347","HLR intlet"
1600155,35.1,53.5,528,"tongdy_2","2025-07-29T17:01:22.000Z","492.256140","Carbon inlet"
1600156,31.2,64,452,"tongdy_3","2025-07-29T17:01:22.000Z","479.918977","Carbon Outlet"
1600157,31.2,64.7,491,"tongdy_4","2025-07-29T17:01:22.000Z","493.551661","HLR Exhaust"
1600158,35.5,53,77,"tongdy_1","2025-07-29T17:01:52.000Z","464.950347","HLR intlet"
1600159,35.1,53.5,528,"tongdy_2","2025-07-29T17:01:52.000Z","492.256140","Carbon inlet"
1600160,31.2,64,452,"tongdy_3","2025-07-29T17:01:52.000Z","479.918977","Carbon Outlet"
1600161,31.2,64.9,491,"tongdy_4","2025-07-29T17:01:52.000Z","493.551661","HLR Exhaust"
1600162,35.5,53,77,"tongdy_1","2025-07-29T17:02:22.000Z","464.950347","HLR intlet"
1600163,35.1,53.5,529,"tongdy_2","2025-07-29T17:02:22.000Z","493.373870","Carbon inlet"
1600164,31.2,64.2,451,"tongdy_3","2025-07-29T17:02:22.000Z","478.867607","Carbon Outlet"
1600165,31.2,64.9,491,"tongdy_4","2025-07-29T17:02:22.000Z","493.551661","HLR Exhaust"
1600166,35.5,53,76,"tongdy_1","2025-07-29T17:02:52.000Z","463.956636","HLR intlet"
1600167,35.1,53.5,529,"tongdy_2","2025-07-29T17:02:52.000Z","493.373870","Carbon inlet"
1600168,31.2,64.4,452,"tongdy_3","2025-07-29T17:02:52.000Z","479.918977","Carbon Outlet"
1600169,31.2,64.7,491,"tongdy_4","2025-07-29T17:02:52.000Z","493.551661","HLR Exhaust"
1600170,35.5,53,76,"tongdy_1","2025-07-29T17:03:22.000Z","463.956636","HLR intlet"
1600171,35.1,53.6,529,"tongdy_2","2025-07-29T17:03:22.000Z","493.373870","Carbon inlet"
1600172,31.2,64.2,451,"tongdy_3","2025-07-29T17:03:22.000Z","478.867607","Carbon Outlet"
1600173,31.2,64.6,490,"tongdy_4","2025-07-29T17:03:22.000Z","492.428490","HLR Exhaust"
